Name of Restaurant,City,Country Code,Day of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
Appaloosa Grill,Denver,US,6,11,0,2,0
Appetito,The Rocks,AU,0,11,0,23,0
Appetito,The Rocks,AU,1,11,0,23,0
Appetito,The Rocks,AU,2,11,0,23,0
Appetito,The Rocks,AU,3,11,0,23,0
Appetito,The Rocks,AU,4,11,0,23,0
Appetito,The Rocks,AU,5,11,0,23,0
Appetito,The Rocks,AU,6,11,0,23,0
Applebee's,Detroit,US,0,11,0,0,0
Applebee's,Detroit,US,1,11,0,0,0
Applebee's,Detroit,US,2,11,0,0,0
Applebee's,Detroit,US,3,11,0,0,0
Applebee's,Detroit,US,4,11,0,1,0
Applebee's,Detroit,US,5,11,0,1,0
Applebee's,Detroit,US,6,11,0,0,0
Apulia,London,GB,0,12,0,23,0
Apulia,London,GB,1,12,0,23,0
Apulia,London,GB,2,12,0,23,0
Apulia,London,GB,3,12,0,23,0
Apulia,London,GB,4,12,0,23,0
Apulia,London,GB,5,17,30,22,30
Aqua Bar,Perth,AU,3,16,0,22,0
Aqua Bar,Perth,AU,4,12,0,0,0
Aqua Bar,Perth,AU,5,12,0,0,0
Aqua Bar,Perth,AU,6,12,0,22,0
AQUA e VINO,Charlotte,US,1,17,0,22,0
AQUA e VINO,Charlotte,US,2,17,0,22,0
AQUA e VINO,Charlotte,US,3,17,0,22,0
AQUA e VINO,Charlotte,US,4,17,0,23,0
AQUA e VINO,Charlotte,US,5,17,0,23,0
Aqui Cal-Mex,San Jose,US,0,11,0,21,0
Aqui Cal-Mex,San Jose,US,1,11,0,21,0
Aqui Cal-Mex,San Jose,US,2,11,0,21,0
Aqui Cal-Mex,San Jose,US,3,11,0,21,0
Aqui Cal-Mex,San Jose,US,4,11,0,21,30
Aqui Cal-Mex,San Jose,US,5,11,0,21,30
Aqui Cal-Mex,San Jose,US,6,11,0,21,0
Aqui Cal-Mex,San Jose,US,0,11,0,21,0
Aqui Cal-Mex,San Jose,US,1,11,0,21,0
Aqui Cal-Mex,San Jose,US,2,11,0,21,0
Aqui Cal-Mex,San Jose,US,3,11,0,21,30
Aqui Cal-Mex,San Jose,US,4,11,0,21,30
Aqui Cal-Mex,San Jose,US,5,11,0,21,30
Aqui Cal-Mex,San Jose,US,6,11,0,21,0
Aquitaine,Boston,US,0,11,30,22,0
Aquitaine,Boston,US,1,11,30,22,0
Aquitaine,Boston,US,2,11,30,22,0
Aquitaine,Boston,US,3,11,30,23,0
Aquitaine,Boston,US,4,11,30,23,0
Aquitaine,Boston,US,5,9,0,23,0
Aquitaine,Boston,US,6,9,0,22,0
Aragosta Bar and Bistro,Boston,US,0,6,30,0,0
Aragosta Bar and Bistro,Boston,US,1,6,30,0,0
Aragosta Bar and Bistro,Boston,US,2,6,30,0,0
Aragosta Bar and Bistro,Boston,US,3,6,30,0,0
Aragosta Bar and Bistro,Boston,US,4,6,30,0,0
Aragosta Bar and Bistro,Boston,US,5,6,30,0,0
Aragosta Bar and Bistro,Boston,US,6,6,30,0,0
Arancina,London,GB,0,7,30,22,30
Arancina,London,GB,1,7,30,22,30
Arancina,London,GB,2,7,30,22,30
Arancina,London,GB,3,7,30,22,30
Arancina,London,GB,4,7,30,23,0
Arancina,London,GB,5,7,30,23,0
Arancina,London,GB,6,9,0,22,30
Arashi Ramen,Seattle,US,1,11,30,14,30
Arashi Ramen,Seattle,US,1,17,0,21,30
Arashi Ramen,Seattle,US,2,11,30,14,30
Arashi Ramen,Seattle,US,2,17,0,21,30
Arashi Ramen,Seattle,US,3,11,30,21,30
Arashi Ramen,Seattle,US,4,11,30,22,30
Arashi Ramen,Seattle,US,5,11,30,22,30
Arashi Ramen,Seattle,US,6,11,30,21,30
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,0,9,0,0,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,1,9,0,0,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,2,9,0,0,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,3,9,0,0,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,4,9,0,1,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,5,9,0,1,0
Araujo's Mexican Grill / El Paisa Taqueria,San Jose,US,6,9,0,0,0
Arawan Thai Bistro and Dessert,Las Vegas,US,0,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,1,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,2,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,3,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,4,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,5,11,0,22,0
Arawan Thai Bistro and Dessert,Las Vegas,US,6,11,0,22,0
Arbeel Kabob,Detroit,US,0,8,30,22,30
Arbeel Kabob,Detroit,US,1,8,30,22,30
Arbeel Kabob,Detroit,US,2,8,30,22,30
Arbeel Kabob,Detroit,US,3,8,30,22,30
Arbeel Kabob,Detroit,US,4,8,30,22,30
Arbeel Kabob,Detroit,US,5,8,30,22,30
Arbeel Kabob,Detroit,US,6,8,30,22,30
Arbella,Chicago,US,0,17,0,2,0
Arbella,Chicago,US,1,17,0,2,0
Arbella,Chicago,US,2,17,0,2,0
Arbella,Chicago,US,3,17,0,2,0
Arbella,Chicago,US,4,17,0,2,0
Arbella,Chicago,US,5,17,0,3,0
Arbella,Chicago,US,6,17,0,2,0
Arbor,Chicago,US,0,6,30,15,0
Arbor,Chicago,US,1,6,30,15,0
Arbor,Chicago,US,2,6,30,15,0
Arbor,Chicago,US,3,6,30,15,0
Arbor,Chicago,US,3,17,0,23,30
Arbor,Chicago,US,4,6,30,15,0
Arbor,Chicago,US,4,17,0,23,30
Arbor,Chicago,US,5,18,0,23,30
Arcadia,San Jose,US,0,6,30,14,0
Arcadia,San Jose,US,0,17,30,22,0
Arcadia,San Jose,US,1,6,30,14,0
Arcadia,San Jose,US,1,17,30,22,0
Arcadia,San Jose,US,2,6,30,14,0
Arcadia,San Jose,US,2,17,30,22,0
Arcadia,San Jose,US,3,6,30,14,0
Arcadia,San Jose,US,3,17,30,22,0
Arcadia,San Jose,US,4,6,30,14,0
Arcadia,San Jose,US,4,17,30,22,0
Arcadia,San Jose,US,5,6,30,14,0
Arcadia,San Jose,US,5,17,30,22,0
Arcadia,San Jose,US,6,6,30,14,0
Archie's @ Belconnen,Canberra,AU,0,12,0,21,30
Archie's @ Belconnen,Canberra,AU,1,12,0,21,30
Archie's @ Belconnen,Canberra,AU,2,12,0,21,30
Archie's @ Belconnen,Canberra,AU,3,12,0,21,30
Archie's @ Belconnen,Canberra,AU,4,12,0,21,30
Archie's @ Belconnen,Canberra,AU,5,12,0,21,30
Archie's @ Belconnen,Canberra,AU,6,12,0,21,30
Archie's New York Deli,Boston,US,0,6,0,16,0
Archie's New York Deli,Boston,US,1,6,0,16,0
Archie's New York Deli,Boston,US,2,6,0,16,0
Archie's New York Deli,Boston,US,3,6,0,16,0
Archie's New York Deli,Boston,US,4,6,0,16,0
Archipelago,Washington,US,1,17,0,2,0
Archipelago,Washington,US,2,17,0,2,0
Archipelago,Washington,US,3,17,0,2,0
Archipelago,Washington,US,4,17,0,3,0
Archipelago,Washington,US,5,17,0,3,0
Archipelago,Washington,US,6,17,0,2,0
Architects and Heroes,Subiaco,AU,0,6,30,18,30
Architects and Heroes,Subiaco,AU,1,6,30,18,30
Architects and Heroes,Subiaco,AU,2,6,30,18,30
Architects and Heroes,Subiaco,AU,3,6,30,18,30
Architects and Heroes,Subiaco,AU,4,6,30,18,30
Architects and Heroes,Subiaco,AU,5,6,30,18,30
Arcuri,Washington,US,0,16,0,23,0
Arcuri,Washington,US,1,16,0,23,0
Arcuri,Washington,US,2,16,0,23,0
Arcuri,Washington,US,3,16,0,0,30
Arcuri,Washington,US,4,12,0,1,30
Arcuri,Washington,US,5,11,0,1,30
Arcuri,Washington,US,6,11,0,23,0
Arepa & Co,London,GB,0,8,0,22,30
Arepa & Co,London,GB,1,8,0,22,30
Arepa & Co,London,GB,2,8,0,22,30
Arepa & Co,London,GB,3,8,0,22,30
Arepa & Co,London,GB,4,8,0,22,30
Arepa & Co,London,GB,5,10,0,22,30
Arepa & Co,London,GB,6,10,0,18,0
Arepa Venezuelan Kitchen,Seattle,US,0,10,30,20,0
Arepa Venezuelan Kitchen,Seattle,US,1,10,30,20,0
Arepa Venezuelan Kitchen,Seattle,US,2,10,30,20,0
Arepa Venezuelan Kitchen,Seattle,US,3,10,30,20,0
Arepa Venezuelan Kitchen,Seattle,US,4,10,30,21,0
Arepa Venezuelan Kitchen,Seattle,US,5,10,30,21,0
Arepa Venezuelan Kitchen,Seattle,US,6,10,30,17,30
Arepas Grill,Charlotte,US,0,7,0,18,0
Arepas Grill,Charlotte,US,1,7,0,18,0
Arepas Grill,Charlotte,US,2,7,0,18,0
Arepas Grill,Charlotte,US,3,7,0,18,0
Arepas Grill,Charlotte,US,4,7,0,18,0
Arepas Grill,Charlotte,US,5,7,0,18,0
Arepas Grill,Charlotte,US,6,10,0,15,0
Argentina Cafe,Houston,US,0,10,0,21,0
Argentina Cafe,Houston,US,1,10,0,21,0
Argentina Cafe,Houston,US,2,10,0,21,0
Argentina Cafe,Houston,US,3,10,0,21,0
Argentina Cafe,Houston,US,4,10,0,21,0
Argentina Cafe,Houston,US,5,10,0,21,0
Argentina Cafe,Houston,US,6,11,0,20,0
Aria,Charlotte,US,0,11,30,14,0
Aria,Charlotte,US,0,17,0,22,0
Aria,Charlotte,US,1,11,30,14,0
Aria,Charlotte,US,1,17,0,22,0
Aria,Charlotte,US,2,11,30,14,0
Aria,Charlotte,US,2,17,0,22,0
Aria,Charlotte,US,3,11,30,14,0
Aria,Charlotte,US,3,17,0,22,0
Aria,Charlotte,US,4,11,30,14,0
Aria,Charlotte,US,4,17,0,23,0
Aria,Charlotte,US,5,17,0,23,0
Aria Mediterranean Restaurant,Las Vegas,US,0,11,0,21,0
Aria Mediterranean Restaurant,Las Vegas,US,2,11,0,21,0
Aria Mediterranean Restaurant,Las Vegas,US,5,11,0,21,0
Aria Mediterranean Restaurant,Las Vegas,US,6,11,0,21,0
ARIA Restaurant Sydney,Sydney,AU,0,12,0,14,30
ARIA Restaurant Sydney,Sydney,AU,0,17,30,23,0
ARIA Restaurant Sydney,Sydney,AU,1,12,0,14,30
ARIA Restaurant Sydney,Sydney,AU,1,17,30,23,0
ARIA Restaurant Sydney,Sydney,AU,2,12,0,14,30
ARIA Restaurant Sydney,Sydney,AU,2,17,30,23,0
ARIA Restaurant Sydney,Sydney,AU,3,12,0,14,30
ARIA Restaurant Sydney,Sydney,AU,3,17,30,23,0
ARIA Restaurant Sydney,Sydney,AU,4,12,0,14,30
ARIA Restaurant Sydney,Sydney,AU,4,17,30,23,0
ARIA Restaurant Sydney,Sydney,AU,5,17,0,23,0
ARIA Restaurant Sydney,Sydney,AU,6,18,0,22,0
Aria Trattoria,Boston,US,0,0,0,12,0
Aria Trattoria,Boston,US,0,17,0,0,0
Aria Trattoria,Boston,US,1,0,0,12,0
Aria Trattoria,Boston,US,1,17,0,0,0
Aria Trattoria,Boston,US,2,0,0,12,0
Aria Trattoria,Boston,US,2,17,0,0,0
Aria Trattoria,Boston,US,3,0,0,12,0
Aria Trattoria,Boston,US,3,17,0,0,0
Aria Trattoria,Boston,US,4,0,0,12,0
Aria Trattoria,Boston,US,4,17,0,0,0
Aria Trattoria,Boston,US,5,0,0,12,30
Aria Trattoria,Boston,US,5,17,0,0,0
Aria Trattoria,Boston,US,6,0,0,12,30
Aria Trattoria,Boston,US,6,17,0,0,0
Ariana Restaurant,Boston,US,0,17,0,22,0
Ariana Restaurant,Boston,US,1,17,0,22,0
Ariana Restaurant,Boston,US,2,17,0,22,0
Ariana Restaurant,Boston,US,3,17,0,22,0
Ariana Restaurant,Boston,US,4,17,0,23,0
Ariana Restaurant,Boston,US,5,17,0,23,0
Ariana Restaurant,Boston,US,6,17,0,22,0
Arintji,Melbourne,AU,0,10,30,22,0
Arintji,Melbourne,AU,1,10,30,22,0
Arintji,Melbourne,AU,2,10,30,22,0
Arintji,Melbourne,AU,3,10,30,22,0
Arintji,Melbourne,AU,4,10,30,23,0
Arintji,Melbourne,AU,5,10,30,23,0
Arintji,Melbourne,AU,6,10,30,22,0
Arirang Korean Barbecue Restaurant,Perth,AU,0,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,0,17,0,21,30
Arirang Korean Barbecue Restaurant,Perth,AU,1,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,1,17,0,21,30
Arirang Korean Barbecue Restaurant,Perth,AU,2,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,2,17,0,21,30
Arirang Korean Barbecue Restaurant,Perth,AU,3,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,3,17,0,21,30
Arirang Korean Barbecue Restaurant,Perth,AU,4,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,4,17,0,22,0
Arirang Korean Barbecue Restaurant,Perth,AU,5,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,5,17,0,22,0
Arirang Korean Barbecue Restaurant,Perth,AU,6,11,30,15,0
Arirang Korean Barbecue Restaurant,Perth,AU,6,17,0,21,30
Arisaig,Glasgow,GB,0,12,0,22,0
Arisaig,Glasgow,GB,1,12,0,22,0
Arisaig,Glasgow,GB,2,12,0,22,0
Arisaig,Glasgow,GB,3,12,0,22,0
Arisaig,Glasgow,GB,4,12,0,22,0
Arisaig,Glasgow,GB,5,12,0,22,0
Arisun Express,Sydney,AU,0,11,0,15,0
Arisun Express,Sydney,AU,1,11,0,15,0
Arisun Express,Sydney,AU,2,11,0,15,0
Arisun Express,Sydney,AU,3,11,0,15,0
Arisun Express,Sydney,AU,4,11,0,15,0
Arisun Express,Sydney,AU,5,11,0,15,0
Arisun Express,Sydney,AU,6,11,0,12,0
Arisun,Sydney,AU,0,10,30,2,0
Arisun,Sydney,AU,1,10,30,2,0
Arisun,Sydney,AU,2,10,30,2,0
Arisun,Sydney,AU,3,10,30,2,0
Arisun,Sydney,AU,4,10,30,2,0
Arisun,Sydney,AU,5,10,30,2,0
Arisun,Sydney,AU,6,10,30,2,0
Armando's,Detroit,US,0,10,30,0,0
Armando's,Detroit,US,1,10,30,0,0
Armando's,Detroit,US,2,10,30,0,0
Armando's,Detroit,US,3,10,30,2,0
Armando's,Detroit,US,4,10,30,4,0
Armando's,Detroit,US,5,10,30,4,0
Armando's,Detroit,US,6,10,30,2,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,0,11,30,15,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,0,16,0,22,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,1,11,30,15,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,1,16,0,22,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,2,11,30,15,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,2,16,0,22,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,3,11,30,15,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,3,16,0,22,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,4,11,30,15,0
Aroi Fine Thai & Japanese Cuisine,Washington,US,4,16,0,22,30
Aroi Fine Thai & Japanese Cuisine,Washington,US,5,12,0,22,30
Aroi Fine Thai & Japanese Cuisine,Washington,US,6,12,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,1,11,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,2,11,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,3,11,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,4,11,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,5,11,0,22,0
Aroma Cuisine of the World/Oscar Catering,Las Vegas,US,6,12,0,21,0
Aromas Regent,Brisbane,AU,0,7,0,18,0
Aromas Regent,Brisbane,AU,1,7,0,18,0
Aromas Regent,Brisbane,AU,2,7,0,18,0
Aromas Regent,Brisbane,AU,3,7,0,18,0
Aromas Regent,Brisbane,AU,4,7,0,20,30
Aromas Regent,Brisbane,AU,5,9,0,18,0
Aromas Regent,Brisbane,AU,6,10,0,16,0
Art of The Table,Seattle,US,2,17,30,21,0
Art of The Table,Seattle,US,3,17,30,21,0
Art of The Table,Seattle,US,4,17,30,21,0
Art of The Table,Seattle,US,5,17,30,21,0
Art of The Table,Seattle,US,6,17,30,20,30
Art Starter Coffee,Perth,AU,0,7,0,15,0
Art Starter Coffee,Perth,AU,1,7,0,17,0
Art Starter Coffee,Perth,AU,2,7,0,17,0
Art Starter Coffee,Perth,AU,3,7,0,17,0
Art Starter Coffee,Perth,AU,4,7,0,17,0
Art Starter Coffee,Perth,AU,5,7,0,17,0
Art Starter Coffee,Perth,AU,6,7,0,16,0
Arthouse Dine,Perth,AU,0,10,0,18,0
Arthouse Dine,Perth,AU,1,10,0,18,0
Arthouse Dine,Perth,AU,2,10,0,18,0
Arthouse Dine,Perth,AU,3,10,0,18,0
Arthouse Dine,Perth,AU,4,10,0,23,0
Arthouse Dine,Perth,AU,5,10,0,23,0
Arthouse Dine,Perth,AU,6,10,0,18,0
Arthur Ave,Houston,US,0,15,0,22,0
Arthur Ave,Houston,US,1,15,0,22,0
Arthur Ave,Houston,US,2,15,0,22,0
Arthur Ave,Houston,US,3,15,0,22,0
Arthur Ave,Houston,US,4,15,0,23,0
Arthur Ave,Houston,US,5,15,0,23,0
Arthur Ave,Houston,US,6,15,0,21,0
As Is NYC,New York,US,0,15,0,1,0
As Is NYC,New York,US,1,15,0,1,0
As Is NYC,New York,US,2,15,0,1,0
As Is NYC,New York,US,3,15,0,2,0
As Is NYC,New York,US,4,15,0,2,0
As Is NYC,New York,US,5,12,0,2,0
As Is NYC,New York,US,6,12,0,1,0
As You Like It,Canberra,AU,0,8,0,18,0
As You Like It,Canberra,AU,1,8,0,18,0
As You Like It,Canberra,AU,2,8,0,18,0
As You Like It,Canberra,AU,3,8,0,18,0
As You Like It,Canberra,AU,4,8,0,18,0
Asadero Toro,Phoenix,US,0,10,0,23,0
Asadero Toro,Phoenix,US,1,10,0,23,0
Asadero Toro,Phoenix,US,2,10,0,23,0
Asadero Toro,Phoenix,US,3,10,0,23,0
Asadero Toro,Phoenix,US,4,10,0,0,0
Asadero Toro,Phoenix,US,5,10,0,0,0
Asadero Toro,Phoenix,US,6,10,0,0,0
Asahi Sushi,Houston,US,1,11,0,21,30
Asahi Sushi,Houston,US,2,11,0,21,30
Asahi Sushi,Houston,US,3,11,0,21,30
Asahi Sushi,Houston,US,4,11,0,22,0
Asahi Sushi,Houston,US,5,11,0,22,0
Asahi Sushi,Houston,US,6,12,0,21,30
Asakusa,London,GB,0,18,0,23,30
Asakusa,London,GB,1,18,0,23,30
Asakusa,London,GB,2,18,0,23,30
Asakusa,London,GB,3,18,0,23,30
Asakusa,London,GB,4,18,0,23,30
Asakusa,London,GB,5,18,0,23,0
Asana by Pete Evans Cafe,Brisbane,AU,0,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,1,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,2,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,3,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,4,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,5,6,30,18,0
Asana by Pete Evans Cafe,Brisbane,AU,6,6,30,18,0
Asbury Provisions,Denver,US,0,16,0,0,0
Asbury Provisions,Denver,US,1,16,0,0,0
Asbury Provisions,Denver,US,2,16,0,0,0
Asbury Provisions,Denver,US,3,16,0,0,0
Asbury Provisions,Denver,US,4,16,0,2,0
Asbury Provisions,Denver,US,5,11,0,2,0
Asbury Provisions,Denver,US,6,11,0,0,0
Ashley Mac's,Birmingham,US,0,10,30,20,0
Ashley Mac's,Birmingham,US,1,10,30,20,0
Ashley Mac's,Birmingham,US,2,10,30,20,0
Ashley Mac's,Birmingham,US,3,10,30,20,0
Ashley Mac's,Birmingham,US,4,10,30,20,0
Ashley Mac's,Birmingham,US,5,10,30,20,0
Ashley Mac's,Birmingham,US,0,10,30,20,0
Ashley Mac's,Birmingham,US,1,10,30,20,0
Ashley Mac's,Birmingham,US,2,10,30,20,0
Ashley Mac's,Birmingham,US,3,10,30,20,0
Ashley Mac's,Birmingham,US,4,10,30,20,0
Ashley Mac's,Birmingham,US,5,10,30,20,0
Ashoka,Glasgow,GB,0,12,0,0,0
Ashoka,Glasgow,GB,1,12,0,0,0
Ashoka,Glasgow,GB,2,12,0,0,0
Ashoka,Glasgow,GB,3,12,0,0,0
Ashoka,Glasgow,GB,4,12,0,1,0
Ashoka,Glasgow,GB,5,12,0,1,0
Ashoka,Glasgow,GB,6,17,0,0,0
Ashur Restaurant,Boston,US,0,8,0,22,0
Ashur Restaurant,Boston,US,1,8,0,22,0
Ashur Restaurant,Boston,US,2,8,0,22,0
Ashur Restaurant,Boston,US,3,8,0,22,0
Ashur Restaurant,Boston,US,4,8,0,22,0
Ashur Restaurant,Boston,US,5,8,0,22,0
Ashur Restaurant,Boston,US,6,8,0,22,0
Asia Market Thai Lao Food,Houston,US,0,11,0,20,0
Asia Market Thai Lao Food,Houston,US,1,11,0,20,0
Asia Market Thai Lao Food,Houston,US,2,11,0,20,0
Asia Market Thai Lao Food,Houston,US,3,11,0,20,0
Asia Market Thai Lao Food,Houston,US,4,11,0,20,0
Asia Market Thai Lao Food,Houston,US,5,10,0,20,0
Asia Market Thai Lao Food,Houston,US,6,11,0,20,0
Asia Market Thai Restaurant,Houston,US,1,11,0,21,0
Asia Market Thai Restaurant,Houston,US,2,11,0,21,0
Asia Market Thai Restaurant,Houston,US,3,11,0,21,0
Asia Market Thai Restaurant,Houston,US,4,11,0,21,0
Asia Market Thai Restaurant,Houston,US,5,11,0,21,0
Asia Market Thai Restaurant,Houston,US,6,11,0,21,0
Asiago's Pizza,Detroit,US,0,10,0,23,0
Asiago's Pizza,Detroit,US,1,10,0,23,0
Asiago's Pizza,Detroit,US,2,10,0,23,0
Asiago's Pizza,Detroit,US,3,10,0,23,0
Asiago's Pizza,Detroit,US,4,10,0,0,0
Asiago's Pizza,Detroit,US,5,10,0,0,0
Asiago's Pizza,Detroit,US,6,10,0,23,0
Asian BBQ & Noodles,Las Vegas,US,0,10,0,21,0
Asian BBQ & Noodles,Las Vegas,US,1,10,0,21,0
Asian BBQ & Noodles,Las Vegas,US,2,10,0,21,0
Asian BBQ & Noodles,Las Vegas,US,3,10,0,21,0
Asian BBQ & Noodles,Las Vegas,US,5,10,0,21,0
Asian BBQ & Noodles,Las Vegas,US,6,10,0,21,0
Asian Cajun,Chicago,US,0,15,0,22,0
Asian Cajun,Chicago,US,2,15,0,22,0
Asian Cajun,Chicago,US,3,15,0,22,0
Asian Cajun,Chicago,US,4,12,0,23,0
Asian Cajun,Chicago,US,5,12,0,23,0
Asian Cajun,Chicago,US,6,12,0,21,0
Asian Corned Beef,Detroit,US,0,11,0,3,0
Asian Corned Beef,Detroit,US,1,11,0,3,0
Asian Corned Beef,Detroit,US,2,11,0,3,0
Asian Corned Beef,Detroit,US,3,11,0,3,0
Asian Corned Beef,Detroit,US,4,11,0,3,0
Asian Corned Beef,Detroit,US,5,11,0,3,0
Asian Corned Beef,Detroit,US,6,11,0,3,0
Asian Corned Beef,Detroit,US,0,11,0,3,0
Asian Corned Beef,Detroit,US,1,11,0,3,0
Asian Corned Beef,Detroit,US,2,11,0,3,0
Asian Corned Beef,Detroit,US,3,11,0,3,0
Asian Corned Beef,Detroit,US,4,11,0,3,0
Asian Corned Beef,Detroit,US,5,11,0,3,0
Asian Corned Beef,Detroit,US,6,11,0,3,0
Asian Corner,Perth,AU,0,7,0,19,0
Asian Corner,Perth,AU,1,7,0,19,0
Asian Corner,Perth,AU,2,7,0,19,0
Asian Corner,Perth,AU,3,7,0,19,0
Asian Corner,Perth,AU,4,7,0,19,0
Asian Corner,Perth,AU,5,8,0,18,0
Asian Corner,Perth,AU,6,10,0,17,0
Asian Fusion Kitchen,Las Vegas,US,0,11,0,21,30
Asian Fusion Kitchen,Las Vegas,US,1,11,0,21,30
Asian Fusion Kitchen,Las Vegas,US,2,11,0,21,30
Asian Fusion Kitchen,Las Vegas,US,3,11,0,21,30
Asian Fusion Kitchen,Las Vegas,US,4,11,0,22,0
Asian Fusion Kitchen,Las Vegas,US,5,11,0,22,0
Asian Fusion Kitchen,Las Vegas,US,6,11,0,21,30
Asian Gourmet,Glasgow,GB,0,16,30,2,0
Asian Gourmet,Glasgow,GB,1,16,30,2,0
Asian Gourmet,Glasgow,GB,2,16,30,2,0
Asian Gourmet,Glasgow,GB,3,16,30,2,0
Asian Gourmet,Glasgow,GB,4,16,30,2,0
Asian Gourmet,Glasgow,GB,5,16,30,2,0
Asian Gourmet,Glasgow,GB,6,16,30,2,0
Asian House Restaurant,Boston,US,0,11,0,23,0
Asian House Restaurant,Boston,US,1,11,0,23,0
Asian House Restaurant,Boston,US,2,11,0,23,0
Asian House Restaurant,Boston,US,3,11,0,23,0
Asian House Restaurant,Boston,US,4,11,0,23,0
Asian House Restaurant,Boston,US,5,11,0,23,0
Asian House Restaurant,Boston,US,6,11,0,23,0
Asian Live Seafood Market,San Jose,US,0,8,0,19,0
Asian Live Seafood Market,San Jose,US,1,8,0,19,0
Asian Live Seafood Market,San Jose,US,2,8,0,19,0
Asian Live Seafood Market,San Jose,US,3,8,0,19,0
Asian Live Seafood Market,San Jose,US,4,8,0,19,0
Asian Live Seafood Market,San Jose,US,5,8,0,19,0
Asian Live Seafood Market,San Jose,US,6,8,0,19,0
Asian Noodle House,Phillip,AU,0,11,30,14,30
Asian Noodle House,Phillip,AU,0,17,30,22,0
Asian Noodle House,Phillip,AU,1,11,30,14,30
Asian Noodle House,Phillip,AU,1,17,30,22,0
Asian Noodle House,Phillip,AU,2,11,30,14,30
Asian Noodle House,Phillip,AU,2,17,30,22,0
Asian Noodle House,Phillip,AU,3,11,30,14,30
Asian Noodle House,Phillip,AU,3,17,30,22,0
Asian Noodle House,Phillip,AU,4,11,30,14,30
Asian Noodle House,Phillip,AU,4,17,30,22,0
Asian Noodle House,Phillip,AU,5,11,30,14,30
Asian Noodle House,Phillip,AU,5,17,30,22,0
Asian Rim,Birmingham,US,0,11,30,21,30
Asian Rim,Birmingham,US,1,11,30,21,30
Asian Rim,Birmingham,US,2,11,30,21,30
Asian Rim,Birmingham,US,3,11,30,21,30
Asian Rim,Birmingham,US,4,11,30,22,0
Asian Rim,Birmingham,US,5,11,30,22,0
Asian Rim,Birmingham,US,6,11,30,20,0
Asian Spicy Curry Pop-up,New York,US,0,15,0,21,0
Asian Spicy Curry Pop-up,New York,US,1,15,0,21,0
Asian Spicy Curry Pop-up,New York,US,2,15,0,21,0
Asian Spicy Curry Pop-up,New York,US,3,15,0,21,0
Asian Spicy Curry Pop-up,New York,US,4,15,0,21,0
Asian Spicy Curry Pop-up,New York,US,5,12,0,21,0
Asili,Canberra,AU,0,7,0,16,0
Asili,Canberra,AU,1,7,0,16,0
Asili,Canberra,AU,2,7,0,16,0
Asili,Canberra,AU,3,7,0,16,0
Asili,Canberra,AU,4,7,0,16,0
Asili,Canberra,AU,5,8,0,14,0
Assenheims 56,London,GB,0,6,30,15,0
Assenheims 56,London,GB,1,6,30,15,0
Assenheims 56,London,GB,2,6,30,15,0
Assenheims 56,London,GB,3,6,30,15,0
Assenheims 56,London,GB,4,6,30,15,0
Assámm,Sydney,AU,0,11,0,20,0
Assámm,Sydney,AU,1,11,0,20,0
